dataset,trial,obs_fraction,noise_fraction,candidate,candidate_family,accepted_by_noharm,chosen_safe_output,radius,baseline_radius,certificate_ratio,hidden_rel_error,baseline_hidden_rel_error,hidden_error_ratio,data_residual,pde_residual,physics_necessary,physics_rejected,unsafe_if_selected,notes
allen_cahn,3,0.05,0.05,data_only_lowrank,data_only,True,physics_filtered_s1.3,132.5100758896076,142.28263217154046,0.9313158877314578,0.051561188651779735,0.05166454802227175,0.9979994139996065,0.0,883.0197299675635,True,False,False,data-driven candidate without PDE residual selection
allen_cahn,3,0.05,0.05,risky_sensor_overfit,risky,False,physics_filtered_s1.3,1140.3304918311053,142.28263217154046,8.014544533139356,0.20681361723536199,0.05166454802227175,4.003008351920643,0.0,7601.648852457958,True,False,False,fits observed points but injects high-frequency nonphysical structure
allen_cahn,3,0.05,0.05,underfit_oversmooth,underfit,False,physics_filtered_s1.3,49.09341131249103,142.28263217154046,0.3450414893456716,0.04506137144043084,0.05166454802227175,0.8721913413455862,0.03107611477560895,326.7162622664609,True,False,False,oversmoothed challenge candidate; shown for diagnosis but not eligible for safe replacement
allen_cahn,3,0.05,0.05,physics_filtered_s0.4,physics_informed,False,physics_filtered_s1.3,126.2492443538786,142.28263217154046,0.8873131065052804,0.05063379472528608,0.05166454802227175,0.9800491180621307,0.00048579257803184025,841.2789575721969,True,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,3,0.05,0.05,physics_filtered_s0.8,physics_informed,True,physics_filtered_s1.3,98.1832467856675,142.28263217154046,0.6900578467461439,0.0468234079640533,0.05166454802227175,0.906296672584113,0.004027574928893232,654.154912401026,True,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,3,0.05,0.05,physics_filtered_s1.3,physics_informed,True,physics_filtered_s1.3,81.18043726646547,142.28263217154046,0.5705576009346749,0.04451978909238351,0.05166454802227175,0.8617086724987905,0.007251189851608102,540.7849336075153,True,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,3,0.05,0.05,physics_filtered_s2,physics_informed,False,physics_filtered_s1.3,65.99336584019231,142.28263217154046,0.46381884305196264,0.04294070472747892,0.05166454802227175,0.8311444959924305,0.01310851407952665,439.5014872112137,True,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,4,0.05,0.05,data_only_lowrank,data_only,True,physics_filtered_s1.3,339.76880702326844,341.70474836311007,0.9943344616979527,0.05146223004447815,0.05160213580151345,0.9972887603224266,0.0,2264.7544865687505,True,False,False,data-driven candidate without PDE residual selection
allen_cahn,4,0.05,0.05,risky_sensor_overfit,risky,False,physics_filtered_s1.3,1176.5220823481966,341.70474836311007,3.4430955027232177,0.20640305042292864,0.05160213580151345,3.999893555043028,0.0,7842.974078050017,True,False,False,fits observed points but injects high-frequency nonphysical structure
allen_cahn,4,0.05,0.05,underfit_oversmooth,underfit,False,physics_filtered_s1.3,74.81773132247527,341.70474836311007,0.2189543214745454,0.045810268538508565,0.05160213580151345,0.88775915620681,0.035155797366326694,498.1897248951306,True,False,False,oversmoothed challenge candidate; shown for diagnosis but not eligible for safe replacement
allen_cahn,4,0.05,0.05,physics_filtered_s0.4,physics_informed,False,physics_filtered_s1.3,312.8345401077553,341.70474836311007,0.9155112464967066,0.050110704117091495,0.05160213580151345,0.9710974814854599,0.0005588039760494166,2085.189863718927,True,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,4,0.05,0.05,physics_filtered_s0.8,physics_informed,True,physics_filtered_s1.3,182.4751250902579,341.70474836311007,0.5340140163822116,0.04476147236464292,0.05160213580151345,0.8674344902302021,0.004725886009975243,1216.1028224348083,True,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,4,0.05,0.05,physics_filtered_s1.3,physics_informed,True,physics_filtered_s1.3,133.21840038053554,341.70474836311007,0.3898640595973562,0.04262544416599404,0.05160213580151345,0.826040308275725,0.008579235830276892,887.7010011952457,True,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,4,0.05,0.05,physics_filtered_s2,physics_informed,False,physics_filtered_s1.3,105.97727348369041,341.70474836311007,0.3101428177142979,0.04218463765502705,0.05160213580151345,0.8174979000185553,0.015336554100965138,706.0505859084712,True,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,5,0.05,0.05,data_only_lowrank,data_only,True,physics_filtered_s1.3,392.43607858932114,394.3315702893728,0.9951931525577278,0.07386308144052169,0.07403765769996673,0.9976420612717092,0.0,2615.803428659488,True,False,False,data-driven candidate without PDE residual selection
allen_cahn,5,0.05,0.05,risky_sensor_overfit,risky,False,physics_filtered_s1.3,1197.0545060471186,394.3315702893728,3.035654754116389,0.21322788818165128,0.07403765769996673,2.8799923552804008,0.0,7979.852030728534,True,False,False,fits observed points but injects high-frequency nonphysical structure
allen_cahn,5,0.05,0.05,underfit_oversmooth,underfit,False,physics_filtered_s1.3,98.54620597639004,394.3315702893728,0.2499069651057193,0.06149900488825335,0.07403765769996673,0.830644928512512,0.03574805853422332,656.3412714224545,True,False,False,oversmoothed challenge candidate; shown for diagnosis but not eligible for safe replacement
allen_cahn,5,0.05,0.05,physics_filtered_s0.4,physics_informed,False,physics_filtered_s1.3,363.2938469884573,394.3315702893728,0.9212902906096512,0.0720863618531269,0.07403765769996673,0.9736445491600911,0.000540698662702371,2421.5222279865898,True,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,5,0.05,0.05,physics_filtered_s0.8,physics_informed,True,physics_filtered_s1.3,223.0046526317256,394.3315702893728,0.5655257388295775,0.0641349507298694,0.07403765769996673,0.8662477004459849,0.00456266872447493,1486.2538546118442,True,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,5,0.05,0.05,physics_filtered_s1.3,physics_informed,True,physics_filtered_s1.3,166.66636572562368,394.3315702893728,0.4226553953144514,0.06036288131428327,0.07403765769996673,0.8152997162347438,0.008340242601137884,1110.6497258569975,True,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,5,0.05,0.05,physics_filtered_s2,physics_informed,False,physics_filtered_s1.3,131.74166044889162,394.3315702893728,0.3340885447041817,0.058728307059247475,0.07403765769996673,0.7932221099760783,0.015197687007140541,877.7786787708988,True,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,1,0.1,0.0,data_only_lowrank,data_only,False,physics_filtered_s1.3,51.18943807048358,51.108708058896084,1.0015795744923441,0.016852344108173597,0.01702509181397912,0.9898533465379885,0.0,341.26013831695013,False,False,False,data-driven candidate without PDE residual selection
allen_cahn,1,0.1,0.0,risky_sensor_overfit,risky,False,physics_filtered_s1.3,1092.575374596056,51.108708058896084,21.377479809056897,0.2010024920387811,0.01702509181397912,11.806250105619629,0.0,7283.77628496755,False,False,False,fits observed points but injects high-frequency nonphysical structure
allen_cahn,1,0.1,0.0,underfit_oversmooth,underfit,False,physics_filtered_s1.3,20.26984914928812,51.108708058896084,0.3966026518598236,0.026204320242708946,0.01702509181397912,1.539158820844285,0.013777775684390547,135.03443983275045,False,False,False,oversmoothed challenge candidate; shown for diagnosis but not eligible for safe replacement
allen_cahn,1,0.1,0.0,physics_filtered_s0.4,physics_informed,False,physics_filtered_s1.3,48.09183753269736,51.108708058896084,0.9409714970152813,0.016745590618012545,0.01702509181397912,0.9835829844558805,8.270571783599503e-05,320.6089967362464,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,1,0.1,0.0,physics_filtered_s0.8,physics_informed,True,physics_filtered_s1.3,33.73120905825348,51.108708058896084,0.6599894683188239,0.01642936687003897,0.01702509181397912,0.9650090025114569,0.000771426293411197,224.8669771492947,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,1,0.1,0.0,physics_filtered_s1.3,physics_informed,True,physics_filtered_s1.3,28.18637263968035,51.108708058896084,0.5514984375499905,0.01705226209801675,0.01702509181397912,1.0015958964176468,0.0017947031864256142,187.8941076772163,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,1,0.1,0.0,physics_filtered_s2,physics_informed,False,physics_filtered_s1.3,25.954104049494823,51.108708058896084,0.5078215637848957,0.0196400956165571,0.01702509181397912,1.1535970454665763,0.004307863349890471,172.9945397526031,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,2,0.1,0.0,data_only_lowrank,data_only,False,physics_filtered_s1.3,71.18352989382873,71.17102170859225,1.0001757482882108,0.017549417858482116,0.017745760096005418,0.988935822559867,0.0,474.55253873325483,False,False,False,data-driven candidate without PDE residual selection
allen_cahn,2,0.1,0.0,risky_sensor_overfit,risky,False,physics_filtered_s1.3,1091.709737694771,71.17102170859225,15.339244983228296,0.20017997304780577,0.017745760096005418,11.280439493915281,0.0,7277.870804528132,False,False,False,fits observed points but injects high-frequency nonphysical structure
allen_cahn,2,0.1,0.0,underfit_oversmooth,underfit,False,physics_filtered_s1.3,22.28016605812893,71.17102170859225,0.3130510919086441,0.02705763855234353,0.017745760096005418,1.5247382137725105,0.013823594455337694,148.43461845539287,False,False,False,oversmoothed challenge candidate; shown for diagnosis but not eligible for safe replacement
allen_cahn,2,0.1,0.0,physics_filtered_s0.4,physics_informed,False,physics_filtered_s1.3,66.13880819469438,71.17102170859225,0.9292940666989009,0.01736249155387858,0.017745760096005418,0.9784022470138366,8.458258005832072e-05,440.9205849962728,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,2,0.1,0.0,physics_filtered_s0.8,physics_informed,True,physics_filtered_s1.3,41.96835221565099,71.17102170859225,0.5896831492385853,0.016766765395843125,0.017745760096005418,0.9448321911368848,0.0007941114758935169,279.77969370910506,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,2,0.1,0.0,physics_filtered_s1.3,physics_informed,True,physics_filtered_s1.3,32.929575005817156,71.17102170859225,0.46268234198809055,0.017487392970356744,0.017745760096005418,0.9854406277760809,0.0018298764088266531,219.5139157613351,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,2,0.1,0.0,physics_filtered_s2,physics_informed,False,physics_filtered_s1.3,28.76126107581686,71.17102170859225,0.4041147701037458,0.020296937518503227,0.017745760096005418,1.1437626456997083,0.004342002917966365,191.70747772621624,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,3,0.1,0.0,data_only_lowrank,data_only,False,physics_filtered_s1.3,39.19639495763557,39.10833905448241,1.0022515889265837,0.014515890428673227,0.014796664128944708,0.9810245269605555,0.0,261.2991732745199,False,False,False,data-driven candidate without PDE residual selection
allen_cahn,3,0.1,0.0,risky_sensor_overfit,risky,False,physics_filtered_s1.3,1090.9790588626834,39.10833905448241,27.896328129476334,0.2008627875244965,0.014796664128944708,13.574869697690913,0.0,7273.060773682841,False,False,False,fits observed points but injects high-frequency nonphysical structure
allen_cahn,3,0.1,0.0,underfit_oversmooth,underfit,False,physics_filtered_s1.3,16.885845712694522,39.10833905448241,0.43177097572899137,0.025304258850795364,0.014796664128944708,1.7101326777828212,0.014115571276528445,112.46961623959041,False,False,False,oversmoothed challenge candidate; shown for diagnosis but not eligible for safe replacement
allen_cahn,3,0.1,0.0,physics_filtered_s0.4,physics_informed,False,physics_filtered_s1.3,37.06645989777882,39.10833905448241,0.9477891619518802,0.014481640320512558,0.014796664128944708,0.978709808733536,8.105671593431342e-05,247.099461751677,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,3,0.1,0.0,physics_filtered_s0.8,physics_informed,True,physics_filtered_s1.3,27.216020345954846,39.10833905448241,0.6959134804482263,0.014590063435343721,0.014796664128944708,0.9860373464730554,0.0007698619271236603,181.42707697154438,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,3,0.1,0.0,physics_filtered_s1.3,physics_informed,True,physics_filtered_s1.3,22.67386745492727,39.10833905448241,0.5797706576937309,0.015602407603563535,0.014796664128944708,1.0544544004339602,0.0018367641763391564,151.13951265759516,False,False,True,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,3,0.1,0.0,physics_filtered_s2,physics_informed,False,physics_filtered_s1.3,20.851247350169697,39.10833905448241,0.5331662723165251,0.018504283116783912,0.014796664128944708,1.2505712743276993,0.00443737275384595,138.97123513502657,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,4,0.1,0.0,data_only_lowrank,data_only,False,physics_filtered_s1.3,114.82989426100355,114.33882607410128,1.004294850697374,0.019926358483300887,0.020029312054215487,0.9948598548152436,0.0,765.5289563583443,True,False,False,data-driven candidate without PDE residual selection
allen_cahn,4,0.1,0.0,risky_sensor_overfit,risky,False,physics_filtered_s1.3,1094.0611192889335,114.33882607410128,9.568588001593433,0.20121563227166667,0.020029312054215487,10.046058083121812,0.0,7293.557946434664,True,False,False,fits observed points but injects high-frequency nonphysical structure
allen_cahn,4,0.1,0.0,underfit_oversmooth,underfit,False,physics_filtered_s1.3,30.394793195692223,114.33882607410128,0.2658309013597319,0.026904204051017608,0.020029312054215487,1.3432415440355552,0.015000172539604636,202.52491065866369,True,False,False,oversmoothed challenge candidate; shown for diagnosis but not eligible for safe replacement
allen_cahn,4,0.1,0.0,physics_filtered_s0.4,physics_informed,False,physics_filtered_s1.3,106.3658823238048,114.33882607410128,0.9302691480745984,0.019488860464176683,0.020029312054215487,0.9730169668559299,0.00011640420310070066,709.1014439301379,True,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,4,0.1,0.0,physics_filtered_s0.8,physics_informed,True,physics_filtered_s1.3,65.14000782359261,114.33882607410128,0.5697103080398586,0.017766687683193214,0.020029312054215487,0.8870343441759349,0.0010702049219352891,434.255747523982,True,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,4,0.1,0.0,physics_filtered_s1.3,physics_informed,True,physics_filtered_s1.3,50.04016534713167,114.33882607410128,0.4376480594151015,0.01805974291870272,0.020029312054215487,0.9016656622512453,0.002256545668838016,333.58174018578734,True,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,4,0.1,0.0,physics_filtered_s2,physics_informed,False,physics_filtered_s1.3,42.58769741858455,114.33882607410128,0.37246925546518844,0.02055210759364546,0.020029312054215487,1.0261015224581236,0.004962859994801259,283.8796482093785,True,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,5,0.1,0.0,data_only_lowrank,data_only,True,physics_filtered_s1.3,42.14661950500219,42.45379449370916,0.9927644868410177,0.013725504047614736,0.01394262609406918,0.984427463953062,0.0,280.9753534770176,False,False,False,data-driven candidate without PDE residual selection
allen_cahn,5,0.1,0.0,risky_sensor_overfit,risky,False,physics_filtered_s1.3,1095.9873065158888,42.45379449370916,25.816003482992958,0.199440711475834,0.01394262609406918,14.30438642734358,0.0,7306.361082407722,False,False,False,fits observed points but injects high-frequency nonphysical structure
allen_cahn,5,0.1,0.0,underfit_oversmooth,underfit,False,physics_filtered_s1.3,17.11840638904997,42.45379449370916,0.4032244135818339,0.025195004588260125,0.01394262609406918,1.8070487163942779,0.013578843523259014,114.02619783763603,False,False,False,oversmoothed challenge candidate; shown for diagnosis but not eligible for safe replacement
allen_cahn,5,0.1,0.0,physics_filtered_s0.4,physics_informed,False,physics_filtered_s1.3,39.29130586202161,42.45379449370916,0.9255075154199208,0.013667267731185246,0.01394262609406918,0.9802506097483806,7.669207708106628e-05,261.9394660239721,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,5,0.1,0.0,physics_filtered_s0.8,physics_informed,True,physics_filtered_s1.3,26.1460964644676,42.45379449370916,0.6158718384605488,0.013674627481901526,0.01394262609406918,0.9807784694690743,0.0007185892718554949,174.3002706712095,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,5,0.1,0.0,physics_filtered_s1.3,physics_informed,True,physics_filtered_s1.3,21.401226050242606,42.45379449370916,0.5041063185391674,0.014724360564748053,0.01394262609406918,1.0560679504957344,0.0016949775842456866,142.66064108443157,False,False,True,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,5,0.1,0.0,physics_filtered_s2,physics_informed,False,physics_filtered_s1.3,20.301818116743057,42.45379449370916,0.4782097421174194,0.01791281993088113,0.01394262609406918,1.2847522273595224,0.004139714298064031,135.31384433861464,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,1,0.1,0.01,data_only_lowrank,data_only,True,physics_filtered_s1.3,181.15241284218004,181.20525861045832,0.9997083651507439,0.029236508041707552,0.029373037385059638,0.9953518819808236,0.0,1207.6075315409785,False,False,False,data-driven candidate without PDE residual selection
allen_cahn,1,0.1,0.01,risky_sensor_overfit,risky,False,physics_filtered_s1.3,1103.6913522574207,181.20525861045832,6.090835115497662,0.20214916352209703,0.029373037385059638,6.882133463597349,0.0,7357.744829225015,False,False,False,fits observed points but injects high-frequency nonphysical structure
allen_cahn,1,0.1,0.01,underfit_oversmooth,underfit,False,physics_filtered_s1.3,40.30625916073401,181.20525861045832,0.222434268573746,0.03590540832735729,0.029373037385059638,1.22239344387305,0.0163267912061331,268.524397032676,False,False,False,oversmoothed challenge candidate; shown for diagnosis but not eligible for safe replacement
allen_cahn,1,0.1,0.01,physics_filtered_s0.4,physics_informed,False,physics_filtered_s1.3,166.88026596676778,181.20525861045832,0.9209460434341684,0.02877199941383123,0.029373037385059638,0.9795377657295442,0.00016533367619713508,1112.4590869419146,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,1,0.1,0.01,physics_filtered_s0.8,physics_informed,True,physics_filtered_s1.3,97.22944203274189,181.20525861045832,0.5365707528486137,0.027423085995210202,0.029373037385059638,0.9336142406649822,0.001414971461062317,648.1129409440979,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,1,0.1,0.01,physics_filtered_s1.3,physics_informed,True,physics_filtered_s1.3,70.0810582690555,181.20525861045832,0.38674958335348425,0.02785765114538471,0.029373037385059638,0.9484089363739371,0.002791671885557963,467.11468650126085,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,1,0.1,0.01,physics_filtered_s2,physics_informed,False,physics_filtered_s1.3,55.3701491864722,181.20525861045832,0.3055659069227265,0.030066296365443713,0.029373037385059638,1.023601882579331,0.0057430026665240995,369.0219948530741,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,2,0.1,0.01,data_only_lowrank,data_only,False,physics_filtered_s1.3,55.674624580608366,55.1658599023426,1.0092224553222844,0.01492541838077274,0.015197243068943494,0.9821135525753116,0.0,371.0886577027314,False,False,False,data-driven candidate without PDE residual selection
allen_cahn,2,0.1,0.01,risky_sensor_overfit,risky,False,physics_filtered_s1.3,1097.7777518099267,55.1658599023426,19.899585608803136,0.2006733852232365,0.015197243068943494,13.204591405142448,0.0,7318.23134917531,False,False,False,fits observed points but injects high-frequency nonphysical structure
allen_cahn,2,0.1,0.01,underfit_oversmooth,underfit,False,physics_filtered_s1.3,21.78182166671859,55.1658599023426,0.3948424207522094,0.02426041796961691,0.015197243068943494,1.5963696742863978,0.015045971725494796,145.0361824061216,False,False,False,oversmoothed challenge candidate; shown for diagnosis but not eligible for safe replacement
allen_cahn,2,0.1,0.01,physics_filtered_s0.4,physics_informed,False,physics_filtered_s1.3,52.10943912240399,55.1658599023426,0.9445957919381627,0.014614197366224163,0.015197243068943494,0.9616347714492731,0.00014639362440822318,347.3200917946941,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,2,0.1,0.01,physics_filtered_s0.8,physics_informed,True,physics_filtered_s1.3,36.204841036062945,55.1658599023426,0.6562907040723,0.013704787677481635,0.015197243068943494,0.9017943329857256,0.0012149617889863813,241.28345492926724,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,2,0.1,0.01,physics_filtered_s1.3,physics_informed,True,physics_filtered_s1.3,30.06823645196948,55.1658599023426,0.5450515319655534,0.014340777436939027,0.015197243068943494,0.9436433549780913,0.00238221366286787,200.36521373316967,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,2,0.1,0.01,physics_filtered_s2,physics_informed,False,physics_filtered_s1.3,27.580041525942892,55.1658599023426,0.4999476410730473,0.017124498761721823,0.015197243068943494,1.1268161391449991,0.0050156906085447334,183.75939389938267,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,3,0.1,0.01,data_only_lowrank,data_only,False,physics_filtered_s1.3,130.7938910367494,130.70239739313766,1.0007000150374865,0.018159278957276273,0.018284639988817155,0.993143915734152,0.0,871.8837558621168,True,False,False,data-driven candidate without PDE residual selection
allen_cahn,3,0.1,0.01,risky_sensor_overfit,risky,False,physics_filtered_s1.3,1103.062758942434,130.70239739313766,8.43949905237423,0.20129766411132635,0.018284639988817155,11.009112797595712,0.0,7353.467007289696,True,False,False,fits observed points but injects high-frequency nonphysical structure
allen_cahn,3,0.1,0.01,underfit_oversmooth,underfit,False,physics_filtered_s1.3,31.57468532549081,130.70239739313766,0.24157694086144096,0.027241996887967808,0.018284639988817155,1.4898842363393028,0.016494966917430316,210.31402461628946,True,False,False,oversmoothed challenge candidate; shown for diagnosis but not eligible for safe replacement
allen_cahn,3,0.1,0.01,physics_filtered_s0.4,physics_informed,False,physics_filtered_s1.3,120.75028030609076,130.70239739313766,0.9238566599730148,0.017743013641849156,0.018284639988817155,0.9703780687905459,0.00015548400682543638,804.9257141316516,True,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,3,0.1,0.01,physics_filtered_s0.8,physics_informed,True,physics_filtered_s1.3,71.74511289189209,130.70239739313766,0.5489196397529769,0.016477085899421297,0.018284639988817155,0.9011435778116224,0.001316029911897745,478.2184808111406,True,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,3,0.1,0.01,physics_filtered_s1.3,physics_informed,True,physics_filtered_s1.3,52.36758480793826,130.70239739313766,0.40066277170434933,0.016978479254600283,0.018284639988817155,0.928565137954902,0.002627740961377853,349.0268360614578,True,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,3,0.1,0.01,physics_filtered_s2,physics_informed,False,physics_filtered_s1.3,42.48571692783934,130.70239739313766,0.3250569061870144,0.019816867283166038,0.018284639988817155,1.0837986033196274,0.005590224149560595,283.1281196111577,True,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,4,0.1,0.01,data_only_lowrank,data_only,True,physics_filtered_s1.3,101.1844902071566,101.41293501364694,0.9977473799919054,0.01680396781887646,0.01693500968443931,0.9922620731256198,0.0,674.4887299015347,False,False,False,data-driven candidate without PDE residual selection
allen_cahn,4,0.1,0.01,risky_sensor_overfit,risky,False,physics_filtered_s1.3,1092.71290165848,101.41293501364694,10.774886867354986,0.20040763010968335,0.01693500968443931,11.833924741241422,0.0,7284.5611603005655,False,False,False,fits observed points but injects high-frequency nonphysical structure
allen_cahn,4,0.1,0.01,underfit_oversmooth,underfit,False,physics_filtered_s1.3,34.0389358609187,101.41293501364694,0.33564688623140443,0.02603441829872546,0.01693500968443931,1.537313457878315,0.017377034625438516,226.7362145435735,False,False,False,oversmoothed challenge candidate; shown for diagnosis but not eligible for safe replacement
allen_cahn,4,0.1,0.01,physics_filtered_s0.4,physics_informed,False,physics_filtered_s1.3,95.52110904271541,101.41293501364694,0.9419026185354006,0.016452700624480045,0.01693500968443931,0.971520000878774,0.00016346083036819614,636.732079520873,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,4,0.1,0.01,physics_filtered_s0.8,physics_informed,True,physics_filtered_s1.3,67.97715265483231,101.41293501364694,0.6703006144697823,0.015422431271133387,0.01693500968443931,0.9106833451883741,0.0013996304663082336,453.0985769015196,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,4,0.1,0.01,physics_filtered_s1.3,physics_informed,True,physics_filtered_s1.3,53.729693726767344,101.41293501364694,0.5298110514160399,0.0161495719205483,0.01693500968443931,0.9536204714682668,0.0028285336677458133,358.106241841717,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,4,0.1,0.01,physics_filtered_s2,physics_informed,False,physics_filtered_s1.3,44.57662249835601,101.41293501364694,0.43955559014594126,0.019032504601349254,0.01693500968443931,1.1238555486456772,0.0059825681540115385,297.0645789705583,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,5,0.1,0.01,data_only_lowrank,data_only,True,physics_filtered_s1.3,56.9122306656948,57.403047602280914,0.9914496362634306,0.018492999483563557,0.018724687504649853,0.9876266014043552,0.0,379.3389327344362,False,False,False,data-driven candidate without PDE residual selection
allen_cahn,5,0.1,0.01,risky_sensor_overfit,risky,False,physics_filtered_s1.3,1102.855815557149,57.403047602280914,19.212495879980207,0.19983998623764151,0.018724687504649853,10.67254052583485,0.0,7352.123650330373,False,False,False,fits observed points but injects high-frequency nonphysical structure
allen_cahn,5,0.1,0.01,underfit_oversmooth,underfit,False,physics_filtered_s1.3,21.9990305059003,57.403047602280914,0.3832380234986998,0.026396836850950463,0.018724687504649853,1.4097344397862805,0.015006395086865972,146.48434589531846,False,False,False,oversmoothed challenge candidate; shown for diagnosis but not eligible for safe replacement
allen_cahn,5,0.1,0.01,physics_filtered_s0.4,physics_informed,False,physics_filtered_s1.3,53.31120396638531,57.403047602280914,0.928717310198458,0.01822253592960674,0.018724687504649853,0.973182378830536,0.0001465859911156631,355.33138676342816,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,5,0.1,0.01,physics_filtered_s0.8,physics_informed,True,physics_filtered_s1.3,37.335088169588126,57.403047602280914,0.6504025435768669,0.017319424821316588,0.018724687504649853,0.9249513411687511,0.0012283374456847885,248.8176903630334,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,5,0.1,0.01,physics_filtered_s1.3,physics_informed,True,physics_filtered_s1.3,31.2958222165392,57.403047602280914,0.5451944369464996,0.017592455946891117,0.018724687504649853,0.9395326860105354,0.0024326028298864637,208.54816239479484,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,5,0.1,0.01,physics_filtered_s2,physics_informed,False,physics_filtered_s1.3,28.4823455243189,57.403047602280914,0.49618176584733553,0.019820614565738987,0.018724687504649853,1.0585284566035325,0.005124294818242341,189.77354183432723,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,1,0.1,0.03,data_only_lowrank,data_only,True,physics_filtered_s1.3,85.55368905316475,88.27251192781965,0.9691996657251688,0.02767849802234958,0.026725441789071172,1.0356610094517682,0.0,570.1319214983646,True,False,True,data-driven candidate without PDE residual selection
allen_cahn,1,0.1,0.03,risky_sensor_overfit,risky,False,physics_filtered_s1.3,1094.2440885397407,88.27251192781965,12.396204261576816,0.20126866092273188,0.026725441789071172,7.530976007944073,0.0,7294.54433489647,True,False,False,fits observed points but injects high-frequency nonphysical structure
allen_cahn,1,0.1,0.03,underfit_oversmooth,underfit,False,physics_filtered_s1.3,28.423490107361246,88.27251192781965,0.32199706892450036,0.02645989835943434,0.026725441789071172,0.9900640209159991,0.02126190329816264,189.1308172064545,True,False,False,oversmoothed challenge candidate; shown for diagnosis but not eligible for safe replacement
allen_cahn,1,0.1,0.03,physics_filtered_s0.4,physics_informed,False,physics_filtered_s1.3,79.93218961721675,88.27251192781965,0.9055162005877473,0.026621999704575298,0.026725441789071172,0.9961294527398868,0.00035643015498982997,532.6540327820646,True,False,False,physics-filtered candidate selected by residual-calibrated certificate
allen_cahn,1,0.1,0.03,physics_filtered_s0.8,physics_informed,True,physics_filtered_s1.3,57.862369191236446,88.27251192781965,0.655497027642646,0.022743186426876574,0.026725441789071172,0.8509938434516711,0.0028238921516976767,385.5099568133901,True,False,False,physics-filtered candidate selected by residual-calibrated certificate
